Y	X	Z
1399.29	278.04	2176
1372	420	2187.38
1443.82	246.2	2198
1426.17	222.08	2228.38
1428	324	2206.38
1419.21	278.34	2214
1436.35	471.99	2170
1391.27	260.42	2188
1414	234.13	2216
1404	178	2221.38
1430.03	254.31	2170
1374	204	2234.88
1414.55	200.78	2158
1670.09	249.33	2214.25
1443.48	500.59	2256
1122.87	34.18	2168
1127.05	-687.89	2197
1128.34	26.18	2216
1098.19	33.5	2249
1126.86	51.31	2124
1104.29	48.11	2104
1152.42	50.36	2206
1103.3	52.38	2156
1126.48	24.39	2230
1120.12	-7.79	2258.5
1100.02	87.76	2188
1137.64	28.45	2156
1116.3	-14.51	2258
1161.67	-7.95	2214
1103.44	17.35	2248
1156.48	82.44	2214
1110.95	-4.69	2192
1159.79	82.37	2180
1123.61	-60.9	2257.5
1095.61	-88.9	2199
1101.05	-76.39	2235
1402.73	102.82	2223
1140.37	89.37	2228
1099.55	100.6	2166
1116.44	-17.45	2192
1117.87	-64.32	2260
1097.04	-67.52	2202
1137.32	-26.07	2174
1134.09	-58.3	2116
1101.6	-60.95	2208
1109.06	-84.98	2212
1093.57	-83.05	2168
1122.4	-15.24	2231.5
1137.46	108.69	2262
1117.3	10.99	2227
1123.45	153.57	2160
1134.46	-116.83	2192
1137.64	-96.77	2206
1116	-114	2243
1170.09	-126.37	2214
1110.68	-86.48	2148
1135.61	182.09	2204
1135.3	-138.45	2182
1109.49	161.08	2198
1062.03	-95.24	2158
1144.35	-115.72	2174
1072	-104	2257
1113.94	-123.33	2144
1323.83	349.35	2182
1363.07	370.72	2242
1327	363.54	2224
1331.89	392.3	2244
1354.07	379.05	2194
1364.82	377.31	2218
1340.68	401.66	2252
1347.17	430.99	2288
1371.65	328.06	2198
1355.1	481.68	2205.93
1344.6	460.6	2225.93
1350.24	426.66	2236
1311.08	301.61	2166
1343.9	457.25	2212
1378.76	320.81	2212
1484.04	187.08	2239.79
1311.47	312.31	2154
1388.22	429.25	2216
1355.88	463.93	2214
1349.18	461.51	2201.93
1337.28	440.17	2192
1345.78	467.37	2248
1350.79	242.73	2184
1366.07	484.16	2280
1369.39	520.87	2233.93
1337.81	266.82	2192
1366.57	462.86	2198
1355.35	221	2244
1341.36	526.88	2222
1379.59	505.75	2210.93
1361.8	254.51	2228
1369.26	234.17	2240
1378.2	509.09	2176
1328.45	219.65	2210
1667.33	217.98	2219.79
1350.4	528.71	2270
1359.16	196.72	2208
1085.77	17.99	2324
1067.83	53.83	2230
1053.78	25.3	2286
1049.84	45.45	2234
1108	102.82	2264.46
1102.36	-17.12	2230
1086.07	20.74	2192
1072.06	151.34	2269.46
1068.06	153.34	2252.46
1060.48	-14.56	2274
1074	118	2239.46
1058.22	-27.06	2224
1061.4	128.23	2244
1071.19	151.77	2267.46
1243.06	81.8	2241.97
1083.79	-1.21	2268
1257.76	52.78	2264.47
1098.85	164.23	2245.46
1054.77	96.7	2180
1039.82	-41.63	2286
1081.35	112.59	2256
1073.09	111.62	2288
1051.23	-34.42	2294
1081.82	-57.64	2234
1058.5	157.39	2288
1100.24	175.68	2272.46
1085.39	-58.09	2210
1048.8	-84.65	2228
1082.6	-86.6	2266
1112.18	121.67	2250
1538.01	264.7	2241.97
1053.99	-84.49	2246
1095.14	190.41	2252
1107.93	193.81	2230
1085.99	151.99	2196
1112.14	184.91	2224
1279.17	367.78	2266
1266.41	375.31	2252
1312.78	354.55	2230.27
1344.69	321.12	2226
1313.62	380.48	2202
1287.65	329.85	2246
1266.95	356.06	2230
1296.17	374.63	2208
1258	339.24	2222
1297.79	327.83	2230
1290	374	2252.27
1290	284	2222.27
1328	286	2246.27
1281.28	348.08	2206
1320.43	372.39	2236
1274.26	307.68	2230
1340.6	340.25	2218
1285.1	335.33	2220
1304.02	405.19	2218
1274	276	2250.27
1322.85	294.03	2236.27
1284.85	256.03	2206.27
1269.18	302.51	2266
1282.63	444.16	2210
1325.14	314.78	2208
1348.69	19.66	2236.51
1309.65	304.15	2276
1324.5	439.48	2200
1324.55	319.76	2124
1284	302	2254.27
1268.92	248.8	2288
1300.27	470.13	2210
1317.47	490.26	2234
1307.77	220.08	2223.27
1294.34	259.01	2168
1303.47	498.65	2220
1292.88	250.31	2206
1296	296	2241.27
1278	270	2230.27
1282.06	216.35	2244
1292.15	215.33	2252
1314	508	2255.27
998.63	21.52	2271.65
1014.14	17.58	2231
1013.35	39.37	2257.65
1022.77	13.83	2231
1048.95	6.9	2273
985.84	32.99	2279.65
1013.97	0.93	2255
995.89	89.36	2227
1009.11	82.56	2296.65
1010	-20	2278.65
1007.72	83.75	2347
1028.93	-1.73	2245
1001.89	73.11	2231
1005.92	92.6	2286.65
1000.45	4.8	2271
994.71	41.01	2253
981.56	28.81	2283
964.59	-4.02	2265
1035.73	-56.89	2265.65
999.72	151.47	2250.65
987.39	-20.99	2239
987.02	160.92	2222.65
1003.88	107.48	2241
1007.02	154.92	2235.65
1027.31	-5.13	2307
983.02	166.92	2244.65
1009.37	-60.88	2245.65
1019.5	-85.89	2238.65
1018.18	149.65	2241.65
1030.9	-37.17	2223
1021.64	-55.71	2305
1017.18	116.61	2265
980	-22	2274.65
973.49	-24.12	2237
999.82	166.72	2255
1020.09	168.27	2229
992.22	191.26	2239
1006.47	166.11	2247
1000	84	2286.65
969.6	-110.74	2239
1016.87	-74.74	2279
1494.43	160.54	2242.1
1012.12	180.94	2265
1229.46	426.59	2272
1266.73	338.06	2238
1191.24	325.58	2239.39
1198.89	379.17	2216
1228.62	384.97	2312
1212.82	371.69	2250
1204.97	365.41	2324
1222.13	287.53	2278.39
1213.12	365.6	2240
1188.05	290.12	2256.39
1214.58	369.78	2242
1236.13	413.86	2208
1238.79	395.39	2234
1213.41	281.63	2251.39
1229.46	442.66	2220
1224.9	440.83	2324
1566.73	367.27	2253.59
1214.97	434.1	2238
1236.16	435.92	2216
1230.79	417.84	2222
1223.42	335.71	2270
1219.65	292.32	2218
1209.9	288.78	2225.39
1223.62	457.02	2194
1186.53	275.48	2260
1229.84	270.35	2231.39
1194.64	277.68	2220
1244.28	463.08	2220
1250.04	294.47	2256
1195.88	205.59	2228.39
1189.39	316.95	2260.39
1214.3	512.25	2260
1530.09	-278.76	2254.59
1519.47	-325.97	2261.09
1205.41	303.63	2214.39
1236.62	478.21	2272
1209.37	242.74	2276
1588.36	248.15	2264.59
1221.6	538.65	2198
1600.37	254.83	2289.59
1222.91	321.12	2237.39
1235.02	213.32	2290
1255.06	497.55	2304
893.09	26.13	2258.52
1307.72	-184.58	2235.01
961.76	36.63	2197
928.98	19.99	2249
939.32	97	2289
967.57	44.94	2233
942.41	55.63	2317
947.76	63.73	2277
906.36	60.12	2283
923.76	93.01	2281
944.41	10.81	2229
930.6	72.63	2255
974.47	16.06	2297
952.05	9.48	2319
901.99	128.31	2185
936.94	-0.38	2271
903.28	-18.02	2267
926.7	-43.6	2281.52
960.1	-13.97	2221
937.47	-25.53	2249
890.69	-71.32	2254.52
928.65	-34.19	2278.52
924.48	-32.4	2277
925.48	-23.38	2263
925.82	-76.95	2281.52
895.18	-65.03	2279.52
966.62	-48.98	2247
930.66	-24.67	2309
939.18	-61.03	2269.52
982.38	102.48	2301
934.5	-53.17	2277
881.67	-84.47	2301.52
964.28	-59.99	2291
952.63	-73.24	2285
928.04	127.97	2271
929.1	-75.35	2261
947.94	167.17	2345
1140.85	387.82	2192
1160.28	368.37	2228
1182.37	382.59	2310
1114.34	330.33	2278
1136.23	351.93	2252
1172.48	372.45	2224
1198.77	319.73	2242
1157.74	340.34	2246
1168.01	362.42	2106
1176.75	353.9	2258
1174.32	414.89	2254
1168.38	375.09	2168
1157.78	326.28	2222
1138.32	426.09	2166
1131.06	399.83	2248
1148.31	374.89	2170
1191.81	364.69	2302
1161.61	357.2	2190
1168.85	362.01	2184
1143.14	336.08	2278
1175.47	399.83	2218
1128.49	363.4	2277.5
1137.18	350.13	2218
1124.88	355.31	2242
1174.7	422.79	2244
1192.45	333.29	2206
1146.32	391.56	2278
1138.26	351.58	2140
1149.49	374.46	2226
1182.1	456.06	2283
1168.99	361.48	2228
1570.43	209.2	2202
1598.43	221.2	2270
1556.13	335.48	2302
1583.61	333.51	2206
1555.64	344.99	2227.5
1920	178	2277.5
2008	182	2208
1546.13	315.48	2289
1579.64	344.99	2257
1978	190	2253.5
884.12	68.75	2294
842.05	51.75	2284
882.63	87.7	2324
868.94	42.72	2262
1475.13	341.51	2297
895.02	96.99	2306
891.74	26.38	2240
878.81	37.05	2300
912	74	2295.5
902.59	12.68	2262
879.9	67.4	2280
897.59	117.56	2268
1399.13	-547.16	2252
894.25	73.74	2252
892.66	34.92	2266
886.14	106.58	2272
858.26	86.45	2304
827.15	16.93	2242
841.92	-9.25	2252
861.48	176.57	2265
883.57	160.45	2288.5
838.08	145.88	2244
1458.46	254.91	2263.5
876.97	143.09	2220
875.77	2.07	2198
1472.34	466.83	2277.5
851.84	134.73	2280
864.09	-49.55	2252
926.97	125.25	2266
922.74	229.36	2310.5
862.09	-51.82	2316
907.24	-66.2	2282
1445.18	368.46	2276
870.15	159.05	2286
900	178	2319
900.12	225.21	2278
913.96	153.3	2318
883.22	204.39	2238
1469.67	342.22	2295
887.62	170.71	2280
831.11	-55.42	2264
874	178	2306.5
906.64	179.04	2250
876	182	2264
888	114	2290
916	104	2293.5
913.19	181.72	2296
930.5	228.26	2200
880	198	2265.5
823.58	-133.9	2248
1075.36	399.29	2241
1113.36	384.6	2289
1128.08	421.98	2278.15
1062.26	395.55	2251
1080.32	402.24	2271.15
1091.53	365.61	2245
1129.08	384.95	2255
1084.17	336.27	2251
1072	426	2297.15
1119.6	383.16	2253
1063.57	360.58	2295
1107.36	443.11	2257.15
1095.55	424.98	2259
1089.85	335.24	2243.15
1109.31	343.62	2259
1130.82	345.25	2291
1125.37	427.11	2285
1098.17	345.2	2289
1097.3	322.58	2294.15
1090.15	333.78	2285
1084	316	2292.15
1098.57	351.32	2223
1101.66	308.55	2327
1136.94	297.85	2247
1084	310	2271.15
1080.36	290.43	2333
1083.08	504.64	2283.15
1079.08	334.39	2273
1076.32	450.01	2327
1125.53	470.67	2291
1111.56	439.14	2271
1078.38	539.58	2288.15
1132.55	282.63	2233
1070	322	2256.15
1126.7	270.91	2207
1138.48	454.55	2273
1077.87	238.14	2237
1072	372	2270.15
1126	412	2260.15
1067.91	240.16	2243
1126.93	525.36	2245
1106	494	2269.15
1534.8	299.09	2265.43
1076	504	2248.15
1496.71	261.79	2290.43
1106.62	546.44	2305
1381.51	473.52	2291.93
1112	412	2271.15
1102	414	2249.15
809.89	50.89	2328
827.25	-15.42	2291.53
811.25	24.58	2275.53
839.77	74.55	2266
828	108	2269.53
777.32	-36.36	2326.53
787.32	-42.36	2279.53
1398.12	366.26	2295.02
828.1	94.02	2314
794.17	55.04	2290
831.79	5.14	2321.53
817.32	-10.36	2324.53
825.08	127.89	2292.53
850.11	42.47	2320
822	118	2314.53
827.84	145.05	2277.53
838.88	3.64	2306
848.43	23.94	2318
849.93	149.5	2298
855.47	-1.06	2304
784	4	2314.53
773.95	145.76	2310
796.88	-29.74	2268.53
781.43	-69.18	2296.53
802.48	-27.53	2284
774.43	-48.92	2276
870.66	156.42	2326
793.43	-75.18	2319.53
822	-6	2307.53
854.56	194.65	2322
835.97	-76.62	2287.53
841.96	-63.5	2292
800	-28	2317.53
789.21	-19.96	2306
1414.46	366.39	2336.52
816.93	-16.87	2306
840.03	-84.02	2320
756.36	-83.19	2344
866.04	185.14	2360
828.68	158.74	2282
838.91	211.33	2284
808.67	-76.45	2324
807.33	195.05	2324.53
807.34	-77.96	2294
824	106	2283.53
794	22	2311.53
1495.09	241.82	2251.5
1050.3	377.63	2268
1460.44	247.12	2250
1300.58	118.31	2274.5
1455.51	97.57	2250
1020.7	390.53	2244
1365.32	127.3	2251.5
995.12	413.27	2298
1062.66	383.82	2208
1027.01	423.75	2278
1001.02	376.22	2278
1045.92	317.08	2259.25
1028.69	362.15	2246
1077.9	378.96	2210
1058.36	370.23	2264
1507.94	355.66	2264.5
1010.94	358.18	2284.25
1035.13	432.87	2244
1491.92	224.69	2278.5
1052.31	420.38	2246
1053.57	348.84	2204
1439.21	-259.78	2287.5
1022.98	339.85	2244
1048.31	394	2256.25
1037.41	374.95	2262
1537.07	229.25	2272
1048.31	408	2312.75
1032.83	445.21	2216
1026.88	382.12	2222
1005.8	406.94	2180
1070.59	382.09	2216
1032.18	354.79	2234
1031.39	385.75	2268
1030.16	376.82	2214
1033.19	342.33	2250
1005.65	358.4	2288
1055.03	361.4	2238
1065.03	423.59	2286
1007.03	368.63	2220
1083.24	447.38	2234
1055.81	368.56	2264
1025.5	339.24	2248
1537.07	243.25	2277.5
1022.17	345.62	2216
1040.59	322.77	2216
1054.18	324.69	2230
1031.41	485.75	2218
1029.03	322.78	2290
1015.76	318.34	2182
1002.7	319.73	2302
756.59	77.57	2296
769.45	44.38	2286
757.74	73.25	2302
718.65	52.47	2344
726.68	70.05	2320
746.47	83.56	2292
762.48	60.66	2242
1364.6	336.75	2322.81
733.99	96.6	2282
1402.15	373.69	2289.81
787.72	131.37	2296.22
745.85	52.26	2320
737.16	124.66	2314
781.3	38.5	2304
784.04	126.55	2400
1361.17	336.06	2343.81
767.21	14.6	2328
768.27	-16.03	2250
775.2	121.93	2316
777.67	161.71	2318
757.21	150.49	2376
809.62	141.25	2350
767	7.94	2316
738.78	155.22	2374
756.2	183.03	2330.72
1020.72	-91.91	2317.31
748.2	205.03	2298.22
782.11	192.54	2336.72
734.7	168.8	2306
764.31	-13.38	2252
764.36	163.72	2272
770.22	178	2326
737.05	195.34	2262
722.39	-18.5	2316
761.68	223.31	2298.72
776.9	-89.45	2338
804.94	219.5	2380
1372.67	346.25	2330.81
723.27	-97.2	2314
1145.92	123.62	2297.81
754.11	-78.96	2304
1211.31	136.48	2357.31
1374.64	367.5	2300.81
1292.99	262.36	2349.31
754.35	-76.7	2322
1006.48	-9.44	2322.81
743.18	-126.54	2310
775.56	235.54	2302
734.93	-105.95	2374
1021.6	-105.03	2317.81
723.15	220.37	2256
938.06	430.42	2296
1334.39	-329.36	2312.75
935.35	379.59	2366
923.02	378.81	2230
976.04	443.72	2260
950.13	425.86	2238
966.95	381.83	2276
1384.41	-252.38	2335.75
965.54	411.72	2280
987.36	377.11	2310
979.88	432.73	2346
955.49	412.04	2252
1354.39	-361.36	2297.75
971.35	377.59	2368
929.09	395.87	2286
987.69	416.78	2244
982.59	426.45	2286
975.32	384.51	2346
1009.66	478.07	2280.12
999.46	344.38	2330
981.67	450.07	2306.12
956.87	343.94	2308
932.75	442.78	2312
982	512	2310.12
998.6	353.7	2348
996	500	2311.12
973.62	367.27	2280
972.72	335.48	2306
976.16	493.66	2325.12
955.57	339.09	2310
918.47	346.52	2364
1020	510	2288.12
960.43	314.83	2270
1014	488	2319.62
983.16	317.14	2290
949.44	507.32	2282
965.87	279.08	2358
965.62	544.59	2323.62
961.1	321.16	2248
936.83	282.89	2322
974.38	506.61	2286
928.5	292.23	2328
943.77	312.03	2300
937.76	238.46	2324
1040.8	554.02	2294
1326.72	-546.41	2302.75
965.05	507.69	2302
944.66	259.33	2322
954.25	545.89	2322
969.27	422.22	2279.62
933.33	234.3	2322
679.51	75.12	2299.38
1013.87	-1100.87	2322.25
693.03	50.29	2270
703.99	66.43	2274
707.43	77.25	2284
680	74	2315.88
714	106	2325.88
686	82	2291.88
1316.61	199.24	2291.25
699.02	23.01	2278
722.15	149.15	2313.38
671.55	57.62	2240
700	90	2291.88
710	12	2316.88
963.49	-95.19	2305.25
714.11	110.19	2316.88
921.98	-97.32	2289.25
725.56	-14	2304.88
676	70	2317.88
686.9	69.41	2240
684.88	124.13	2281.38
672	70	2273.88
714	84	2318.88
706	0	2319.38
701.62	121.11	2327.38
639.1	43.46	2270
1265.55	307.49	2299.25
718	74	2332.88
720	116	2301.88
687.07	111.44	2286
688	-24	2341.38
675.08	-30.79	2331.88
708	106	2327.88
718	124	2277.88
705.08	-44.79	2337.38
706	4	2299.88
678.54	143.9	2286
705.1	127.75	2256
690	110	2303.88
680	80	2315.88
700	0	2296.88
704	70	2338.88
718.35	-57.77	2309.88
672.35	155.13	2284
680	86	2297.88
722	120	2324.88
686	98	2344.88
690	102	2313.88
686	74	2322.88
708	112	2323.88
704	90	2335.88
721.08	-49.83	2318.88
692	74	2285.88
879.07	355.85	2366
882	408	2288.43
906.56	240.84	2246
881.01	442.73	2344
899.08	267.3	2290
899.88	265.34	2282
867.06	306.51	2274
936.79	456.12	2368
914	372	2307.93
914.56	358.66	2330
946.97	381.67	2326.43
918.97	351.67	2291.93
930.38	379.82	2312
916.75	501.75	2372
963.09	450.71	2320
899.79	504.48	2330
939.01	496.46	2270
897.86	253.21	2288
891.3	264.69	2315.93
885.3	369.22	2346
924.73	337.91	2304
874.1	423.81	2330
864.28	429.91	2322
928	280	2272.93
897.76	257.94	2326
891.97	480	2276
927.38	489.29	2332
888	406	2323.43
914.48	220.6	2319.43
916.96	336.41	2352
909.38	395.21	2334
935.3	284.69	2333.43
943.66	432.1	2326
923.07	410.33	2298.93
891.51	265.79	2298.93
912.48	220.6	2312.93
920	178	2287.93
911.97	442.76	2368
901.06	373.05	2325.43
882.64	258.54	2234
914.79	326.92	2314.43
897.51	247.79	2310.93
947.82	376.62	2292.43
908	502	2323.43
902	470	2306.43
876	190	2311.93
918.79	320.92	2300.93
932.97	361.67	2291.43
878.48	222.6	2271.93
912.79	336.92	2317.43
1470.4	831.55	2264.62
1042.29	24.42	2315.62
1112.2	37.98	2330.12
544.56	-359.11	2311.62
1133.71	14.28	2340.12
1053.55	1.24	2309.62
672.96	201.94	2388
623.3	-24.11	2388
657.54	74.31	2312
609.78	-45.64	2328
644.74	79.19	2330
604.76	-58.15	2260
614.68	145.12	2350
613.67	136.02	2350
622.46	240.59	2314
572.35	-11.64	2336
621.05	117.77	2342
623.9	104.55	2386
667.92	86.37	2282
685.04	157.49	2324
621.98	5.52	2352
633.04	91.46	2310.08
572	-106	2333.08
638.72	107.45	2364
658.11	137.52	2316
627.55	56.03	2402
655.42	77.37	2376
628.45	205.72	2316
601.73	-8.95	2396
596.1	75.7	2328.08
658	45.9	2338
637.43	19.64	2310.58
634.33	-93.24	2326
598.26	-33.49	2330
584.76	-11.26	2315.58
620.47	-97.02	2310
616.06	75.09	2326
610.7	25.21	2326
616	-96	2321.58
649.28	110.42	2320
615.8	-17.49	2278
639.35	132.43	2382
607.79	14.21	2268
600.59	73.81	2324
595.23	-25.56	2359.58
594.37	-20.61	2343.58
610.37	-8.61	2352.08
645.82	218.27	2338
645.51	120.51	2313.08
1352.67	357.28	2324.05
1286.09	271.96	2318.05
1203.68	151.9	2273.55
1295.73	277.67	2296.55
1325.68	321.66	2324.55
1195.02	232.56	2357.55
861.52	-75.65	2327.05
1299.19	369.85	2324.55
824.26	400.18	2294
860.46	415.08	2358
1373.21	-419.4	2289.5
846.56	423.02	2330
809.28	427.54	2328
841.69	387.42	2316
821.56	399.19	2286
1372.96	268.13	2355.5
1342.4	287.7	2308.5
1363.57	239.05	2280
854.07	390.01	2290
882.03	440.05	2324
867.06	435.03	2322
834.24	416.45	2336
840.83	362.11	2358
805.54	459.42	2294
839.51	446.01	2328
875.36	428.41	2336
1430.98	396.13	2345.5
893.28	491.05	2291.25
843.64	397.5	2280
1254.86	158.14	2296.5
867.69	492.97	2328
1348.96	264.13	2315.5
1349.98	162.75	2311
899.57	499.21	2321.75
1254.46	264.44	2305.5
830.06	333.87	2292
856.42	336.85	2358
896.4	525.47	2316.25
1425.4	379.83	2333.5
988.29	-104.79	2313.5
846.33	489.1	2348
822.22	488.01	2350
828.88	331.14	2330
1415.88	373.52	2317.5
869.9	336.74	2310
828.71	320.51	2354
871.11	508.67	2316
1381.67	390.29	2327
862.67	498.22	2240
819.17	318.29	2260
807.58	266.57	2316
1421.25	266.59	2332
821.66	308.37	2272
837.66	273.87	2292
830.85	238.83	2303.75
1449.88	387.52	2338.5
340.98	-1549.87	2327.5
881.94	552.9	2358
1345.12	341.72	2312.5
1390.09	171.09	2321.5
824.56	431.52	2310
782.48	421.39	2352
1377.47	487.83	2331
771.96	402.72	2328
827.55	388.9	2316
1374.4	392.57	2317
784.35	447.92	2360
781.28	452.38	2338
797.31	400.55	2340
782.39	386.6	2286
824.94	474.1	2300
766.98	403.92	2346
1300.96	256.17	2298
1362.79	274.81	2348
765.39	399.46	2366
786.78	350.7	2328
772.52	435.89	2352
1355.05	353.64	2315
826.3	505.42	2326
779.97	493.46	2298
763.72	530.45	2318.25
793.6	375.28	2332
1316.86	-428.82	2303
769.54	365.94	2346
1428.48	660.18	2285.5
766.69	320.31	2330
1380.4	372.57	2357.5
773.83	327.87	2376
784.51	364.3	2310
787.7	532.78	2344
1405.44	355.16	2361
744.34	342.51	2294
1379.79	448.17	2296.5
753.75	346.8	2326
776.44	332.14	2312
782	528	2331.25
749.6	349.09	2318
1273.52	287.06	2359.5
743.32	280.49	2356
1389.53	345.34	2357.5
760.13	286.94	2304
708.78	304.88	2332
772.05	296.51	2392
806.38	584.56	2358
1338.39	276.29	2322
748.32	304.46	2362
1351.81	347.59	2319.5
1352.95	353.46	2338.5
782	398	2336.75
789.18	579.21	2300
830.42	534.97	2314
773.99	286.72	2330
796.87	246.53	2368
756.3	238.5	2332
1400.95	285.79	2306.5
776.96	247.21	2340
752.54	263.53	2352
796.56	624.56	2352
1366.12	387.22	2310.5
768.36	246.66	2312
725.21	217.92	2274
1390.82	385.09	2311
771.5	236.16	2258
784.48	592.02	2336
789.77	204.53	2306
536.42	200.9	2348
603.09	208.59	2370
593.52	117.13	2328
599.55	172.61	2382
572.06	-70.02	2340
587.32	143.94	2306
597.89	-29.65	2358
594.85	11.56	2386
580.71	-2.02	2334
568.04	189.87	2394
548.77	217.46	2378
531.52	-105.14	2384
568.89	-35.14	2394
604.71	-39.13	2322
575.1	173.95	2424
575.73	7.64	2340
618.59	227.55	2326
557.59	-3.05	2344
586.75	248.49	2374
536.62	25.54	2330
563.91	121.22	2364
594.13	185.2	2292
576.28	192.54	2345.88
574.05	207.18	2356
567.26	74.71	2378
850.48	-574.17	2326.25
819.25	-607.3	2352.25
567.61	20.19	2304
1005.13	1514.39	2333.25
882.45	-450.59	2349.25
1001.62	1520.21	2308.25
869.48	-666.8	2335.25
981.11	1491.69	2325.25
956.61	1499.86	2309.25
843.45	-597.54	2386.25
803.79	-757.33	2307.25
1005.11	1509.69	2332.25
970.09	1505.34	2305.25
1154.79	-173.68	2335.25
885.47	-576.52	2349.25
859.01	-653.93	2388.25
996.59	1508.84	2326.25
1004.61	1497.86	2305.25
999.63	1522.21	2333.25
1267.28	-63.44	2347.25
1264.41	321.6	2345.25
1212.2	224.54	2370.25
957.29	-79.81	2328.25
1256.63	358.05	2343.25
1243.89	329.08	2391.25
1268.63	376.05	2338.25
690.87	425.52	2372
1387.18	338.84	2361.5
760.51	402.22	2340
1280.23	336.36	2330.5
714.17	411.02	2292
1257.8	236.69	2327.5
704.04	420.17	2336
681.15	416.3	2262
1043.55	64.23	2380.5
707.47	412.04	2318
1302.46	-650.9	2318
712.3	397.94	2306
1317.96	350.48	2338.5
717.74	407.19	2330
1303.98	373.53	2336
1313.71	282.69	2317.5
689.4	365.65	2318.75
714.09	470.75	2386
732.12	340.23	2365.75
672	498	2312.25
894.88	-505.8	2327.5
742.6	412.66	2380
1336.72	332.03	2358
1200.74	-373.21	2328
701.93	427.87	2296
1258.33	225.4	2312.5
699.4	426.82	2340
1053.24	1401.22	2347.5
696.29	421.36	2348
901.63	-590.16	2334.5
1295.65	-136.92	2307.5
690.71	372.49	2318.25
889.21	-689.83	2306.5
735.76	445.26	2362
1090.16	1522.65	2308.5
1273.51	355.76	2323.5
710.37	466.33	2324
726.41	31.2	2323
1050.2	1493.6	2295.5
723.05	391.07	2308.25
737.54	436.54	2320
736.41	9.2	2335
766.97	423.19	2308
911.89	-553.23	2312
710.75	404.63	2270
729.4	367.65	2330.75
1077.18	1543.13	2333
1039.18	1525.13	2313
739.4	387.65	2352.25
1011.44	1496.05	2349
722	410	2314.25
1045.95	1438.86	2377.5
1029.89	1531.34	2335
752.14	426.05	2370
1053.14	1516.18	2311.5
1081.68	1494.89	2342
684.06	435.22	2278
706.94	372.54	2326
1037.14	1498.18	2328
685.17	368.61	2336
737.74	330.23	2338.75
732.88	-19.04	2355
1050.98	1521.24	2364
1220.37	-745.66	2308.5
715.69	373.59	2274
699.39	401.33	2342
734.44	441.12	2326
1090.66	1548.41	2304.5
739.7	522.98	2328
702.08	326.81	2311.75
1071.18	1531.13	2304.5
900.4	-662.42	2331.5
714.98	380.93	2332
686	494	2336.75
1065.14	1496.18	2328
682.14	530.71	2358
646.49	421.36	2376.75
610.04	314.6	2376
624.62	421.94	2360
654.02	312.32	2322
659.89	522.05	2342
680.87	550.95	2328.75
655.39	455.7	2364
664.1	408.63	2348
661.06	459.95	2338
627.35	331.32	2334
659.38	335.34	2362
601.15	334.23	2378
606.61	319.42	2372
686.37	536.19	2382.75
687.53	420.76	2358
635.31	451.15	2392
688.64	490.92	2378
654.95	331.91	2354
630.6	369.19	2348
693.85	485.03	2382
658.62	430.41	2394
647.59	268.7	2330
687.28	556.77	2360.25
660.56	504.88	2344
600.14	315.5	2352
655.61	427.97	2336
642.94	383.86	2350
685.15	455.99	2296
600.37	276.57	2331.25
615.94	366.03	2324.25
914.76	-664.95	2374.5
989.63	1493.99	2363.5
978.64	1514.45	2300.5
1183.63	230.78	2373.5
1064.84	1536.29	2350
1249.69	-425.46	2338
1296.66	350.73	2357
968.13	1509.99	2335
1274.53	-1060.65	2370
991.42	1513.91	2325
466.62	1290.73	2390
1312.68	231.84	2317.5
1322.28	533.56	2327.5
1191.05	-48.7	2336.5
1295.57	377.11	2359.5
1202.45	1457.17	2394.5
1357.52	352.18	2380
1291.84	378.11	2365.5
1291.38	349.27	2327.5
1284.24	289	2346.5
1296.69	428.68	2308.5
1318.68	490.45	2329.5
1261.97	-239.16	2323.5
1234.05	247.16	2336.5
1263.41	363.5	2352.5
1258.25	237.23	2333.5
1203.86	255.55	2359.5
1282.49	448.61	2336.5
1000.93	25.96	2383
1187.56	121.9	2318.5
487.23	77.19	2311
530.59	63.72	2349
510.19	78.11	2321
507.09	95.78	2359
496.6	118.29	2277
522.77	31.76	2335.39
506.75	149.44	2367.39
507.6	119.09	2313
538.42	105.44	2361
538.06	20.64	2365
505.64	4.68	2339
937.98	94.87	2382.43
527.25	-11.34	2373
448.53	40.18	2351
461.13	90.32	2371
493.24	75.83	2343
528.3	60.56	2327
481.68	44.25	2381
489.7	93.06	2351
512.75	98.82	2359
498.38	49.23	2361
484.15	117.46	2373
475.63	121.39	2321
472.66	45.9	2357
521.86	34.95	2377
528.94	-26.62	2332.39
481.1	148.92	2333.39
465.93	40.44	2353
510.49	42.5	2357
1195.09	-241.63	2350.93
462.3	22.14	2321
505.55	141.08	2343
474	100	2366.39
500.62	46.04	2305
473.76	16.6	2363
494.4	12.97	2325
476	94	2346.39
525.44	-1.55	2372.39
530.98	160.71	2355
483.95	-42.47	2370.39
527.95	-64.47	2384.39
1171.81	286.7	2346.93
515.35	195.45	2339
542.47	467.38	2394
515.87	416.53	2356
522.88	476.23	2370
1195.79	274.92	2387
540.81	396.93	2358
566.22	461.99	2376
516.8	459.04	2388
553.81	381.55	2366
523.36	503.65	2374
529.2	454.72	2336
553.42	386.77	2382
555.72	501.35	2442
550.77	537.77	2350
551.52	408.05	2388
544.24	400.97	2340
549	408	2354
532.62	379.85	2346
545.61	538.38	2352
516.57	344.15	2394
538.26	513.02	2388
551.54	385.09	2444
523.8	329.9	2390
547.53	318.14	2390
